,time,site
37995,2020-08-12,ukh1304-09850
108776,2021-08-26,ukk4200-23700
150728,2022-07-04,ukk2205-21100
128747,2022-05-13,ukj3100-16600
42996,2020-08-24,ukd4200-42500
167532,2022-08-13,ukj4210-12900
184944,2022-09-25,ukk4200-23700
60456,2021-05-03,ukk2102-19170
89137,2021-07-11,ukc1101-06200
76127,2021-06-09,ukk4305-25400
151752,2022-07-07,ukc2102-03700
169717,2022-08-18,ukk3103-29800
20161,2020-06-30,ukk4200-23700
28947,2020-07-21,ukk3104-33400
7391,2020-05-31,ukk2101-19060
76729,2021-06-11,ukj3100-16500
160071,2022-07-26,ukk3105-31450
5031,2020-05-25,ukk4304-34800
159016,2022-07-24,ukh3306-11750
148634,2022-06-29,ukk2302-35500
173522,2022-08-28,ukk3104-33400
10524,2020-06-07,ukk4306-22600
123488,2021-09-30,ukk4306-22800
76725,2021-06-11,ukj2403-15900
183491,2022-09-22,ukj3400-17700
110102,2021-08-30,ukc2102-03800
120954,2021-09-24,ukk4305-24800
5373,2020-05-26,ukk3104-33600
172,2020-05-14,ukj3304-16850
17080,2020-06-23,ukk2102-19200
6588,2020-05-29,ukk2305-34900
30756,2020-07-26,ukc2102-03800
173968,2022-08-29,ukk3106-27300
24765,2020-07-11,ukk3106-27600
8005,2020-06-02,ukc1101-06000
117301,2021-09-16,ukh1303-10325
105207,2021-08-18,ukj2310-11945
34009,2020-08-02,ukk3105-30600
26674,2020-07-16,ukj2203-14600
35904,2020-08-07,ukh1407-10850
233,2020-05-14,ukk2101-19050
72500,2021-06-01,ukh3311-11250
127756,2022-05-11,ukc2102-03800
175657,2022-09-02,ukk3106-27800
52829,2020-09-16,ukj4208-13500
167410,2022-08-13,ukh1303-10600
64452,2021-05-13,ukd1103-44800
85301,2021-07-01,ukk3106-32340
83567,2021-06-27,ukk3103-29900
116479,2021-09-14,ukh1406-10900
74942,2021-06-07,ukd4305-43550
19931,2020-06-30,ukj2100-14950
128781,2022-05-13,ukj4208-13500
19197,2020-06-28,ukk2204-19800
142306,2022-06-14,ukk2205-20970
131653,2022-05-20,ukh3311-11250
185315,2022-09-26,ukk3105-30100
148958,2022-06-30,ukj3305-16800
112137,2021-09-03,ukk4301-21600
7540,2020-05-31,ukk4301-21600
77057,2021-06-12,uke1301-09000
73556,2021-06-03,ukk3106-27900
40790,2020-08-18,ukk4200-23700
115243,2021-09-11,ukh3311-11650
118573,2021-09-19,ukh1305-10310
72414,2021-06-01,ukd1103-45200
172789,2022-08-27,ukc1101-06200
12709,2020-06-13,uke1301-09000
88201,2021-07-08,ukk3105-30700
95144,2021-07-25,ukj2202-14100
38272,2020-08-12,ukk4200-24600
86425,2021-07-04,ukk1302-11760
2644,2020-05-20,ukh1407-10830
49058,2020-09-07,ukj4210-12850
76171,2021-06-10,ukc2203-04800
93945,2021-07-22,ukj4208-13800
140244,2022-06-09,ukk3103-29400
110910,2021-08-31,ukk4305-26000
147011,2022-06-25,ukk3105-30800
174595,2022-08-31,ukh3311-11100
152561,2022-07-08,ukk4305-25600
149076,2022-06-30,ukk3102-31650
6583,2020-05-29,ukk2206-20800
6055,2020-05-28,ukj2402-15600
171872,2022-08-24,ukk3106-28200
131859,2022-05-20,ukk3105-31200
6836,2020-05-30,ukh1303-10400
140032,2022-06-09,uke4100-08901
151359,2022-07-06,ukd1203-45675
5107,2020-05-26,ukd4200-42600
6658,2020-05-29,ukk3106-27200
107232,2021-08-23,uke2206-07400
60174,2021-05-02,ukk4200-23900
90435,2021-07-14,ukd1203-45650
126777,2022-05-08,ukk3103-30000
18534,2020-06-27,ukc1202-06400
98592,2021-08-02,ukk2201-17300
8162,2020-06-02,ukj2402-15680
96840,2021-07-29,ukj2407-15400
179275,2022-09-12,ukj3308-16900
152936,2022-07-09,ukk3106-32340
94641,2021-07-24,ukd5400-40750
146343,2022-06-24,uke2206-07400
26090,2020-07-14,ukk4305-25500
14614,2020-06-17,ukk3103-29200
155225,2022-07-15,ukh3100-11902
115865,2021-09-12,ukk3105-31400
50496,2020-09-10,ukk4304-34500
10938,2020-06-08,ukk4305-25900
117731,2021-09-17,ukh1305-10125
1655,2020-05-17,ukk4304-34200
73073,2021-06-02,ukk3102-28500
100381,2021-08-06,ukk3106-32300
120949,2021-09-24,ukk4304-34450
85210,2021-07-01,ukk2302-35600
47209,2020-09-03,ukd4303-41900
180792,2022-09-16,ukc1202-06600
109473,2021-08-28,ukk2101-19030
89487,2021-07-11,ukk3106-32300
80913,2021-06-21,ukj2402-15700
21925,2020-07-05,ukc2203-05000
175145,2022-09-01,ukk2205-20970
76005,2021-06-09,ukk3101-27000
63987,2021-05-11,ukk4306-22500
180907,2022-09-16,ukh3100-11902
21864,2020-07-04,ukk4304-34300
171292,2022-08-23,ukj3400-18500
56202,2020-09-24,ukj4209-11975
129135,2022-05-14,uki1101-11920
47701,2020-09-04,ukh3306-11750
148379,2022-06-29,ukc1404-05900
98246,2021-08-01,ukk3104-33400
119862,2021-09-22,ukj2201-14400
76756,2021-06-11,ukj4202-12150
18029,2020-06-25,ukk3106-27600
131345,2022-05-19,ukk2102-19400
99295,2021-08-04,ukh1305-10125
97636,2021-07-31,ukh3100-11902
12252,2020-06-12,ukd1102-44400
81025,2021-06-21,ukk3101-26520
182679,2022-09-20,ukj4210-12400
42712,2020-08-23,ukj3400-18350
86238,2021-07-04,ukd1102-44300
76250,2021-06-10,ukh1305-10125
149876,2022-07-02,ukk2201-18900
5932,2020-05-28,ukc2300-05500
50066,2020-09-09,ukk4301-22100
175452,2022-09-02,ukj2100-14950
43082,2020-08-24,uki1101-11930
184737,2022-09-25,ukj2403-16000
37499,2020-08-11,ukc2106-04500
65240,2021-05-14,ukk4305-26100
147611,2022-06-27,ukf1400-09750
48383,2020-09-05,ukk4301-22200
28286,2020-07-20,uke1301-09000
115229,2021-09-11,ukh3100-11780
86823,2021-07-05,ukj4209-11950
49233,2020-09-07,ukk4304-34500
64611,2021-05-13,ukj4208-13400
85750,2021-07-02,ukk4304-34300
28946,2020-07-21,ukk3104-33360
56599,2020-09-25,ukj3400-17800
33355,2020-08-01,ukf3102-09600
129890,2022-05-16,ukd4200-42100
157728,2022-07-21,ukh1303-10650
81079,2021-06-21,ukk3105-30750
102490,2021-08-11,ukk4200-23600
121224,2021-09-25,ukk2204-19700
122198,2021-09-27,ukk4301-22100
53382,2020-09-17,ukk3105-31200
35473,2020-08-06,ukh1305-10125
107630,2021-08-24,ukd5400-40750
40649,2020-08-18,ukk2101-19050
99119,2021-08-03,ukk3106-28300
85286,2021-07-01,ukk3106-27700
47616,2020-09-04,ukd1102-44400
65154,2021-05-14,ukk3105-30500
166973,2022-08-12,uke2206-07500
46190,2020-08-31,ukk3103-29400
51868,2020-09-14,uke2206-07300
75867,2021-06-09,ukj2201-14400
49782,2020-09-09,ukh1304-09800
139411,2022-06-07,ukk3104-32700
128166,2022-05-12,ukc1202-06600
169940,2022-08-19,ukh1304-09900
140142,2022-06-09,ukj4202-12200
79476,2021-06-17,ukk4305-25100
49359,2020-09-08,ukh1303-10600
139578,2022-06-08,ukd4303-41900
347,2020-05-14,ukk3106-27600
93658,2021-07-21,ukk3105-31400
119116,2021-09-20,ukk2102-19170
62092,2021-05-07,ukj4202-12200
75825,2021-06-09,ukh1303-10650
39805,2020-08-16,ukk2101-19020
33868,2020-08-02,ukj3400-18100
81035,2021-06-21,ukk3102-28550
186245,2022-09-28,ukk4305-25900
131188,2022-05-19,uke2206-07500
1129,2020-05-16,ukk3102-28550
23432,2020-07-08,ukk3101-26520
28613,2020-07-20,ukk4305-25200
80038,2021-06-19,ukh3100-11902
8884,2020-06-04,ukd1102-44400
146213,2022-06-23,ukk4200-23900
56518,2020-09-25,ukh1304-09800
151254,2022-07-05,ukk3106-32500
98833,2021-08-03,ukd5400-40900
45281,2020-08-29,ukk2101-19060
115731,2021-09-12,ukj4208-13600
16160,2020-06-21,ukj2402-15650
106980,2021-08-22,ukk2204-19900
157092,2022-07-19,ukk3104-32600
155770,2022-07-16,ukk2201-18900
36831,2020-08-09,ukj4208-13500
141676,2022-06-13,ukd1203-45675
64104,2021-05-12,ukh1406-10900
49318,2020-09-08,ukd4312-43000
152800,2022-07-09,ukk1202-35800
79179,2021-06-17,ukh1304-09850
158589,2022-07-23,ukh3100-11800
21855,2020-07-04,ukk4301-21700
16173,2020-06-21,ukj3307-16300
58432,2020-09-29,ukk3105-31000
96513,2021-07-28,ukk2205-21300
44367,2020-08-27,ukj2402-15650
57581,2020-09-27,ukk3105-30200
102179,2021-08-11,ukd4312-43000
23919,2020-07-09,ukk3106-27200
98849,2021-08-03,uke2206-07100
79375,2021-06-17,ukk3103-29501
31271,2020-07-27,ukh1407-10800
83183,2021-06-26,ukk3105-31400
90025,2021-07-13,ukd4305-43260
114695,2021-09-10,ukc1101-06100
135342,2022-05-29,ukc2203-04800
58670,2020-09-30,ukj2203-14600
119371,2021-09-21,uke1200-08300
120499,2021-09-23,ukk3106-32500
183619,2022-09-22,ukk3104-32800
44809,2020-08-28,ukj3400-17600
16644,2020-06-22,ukk1202-35700
164584,2022-08-06,ukj4210-12850
49077,2020-09-07,ukk2102-19350
56021,2020-09-24,ukc2104-04300
31848,2020-07-28,ukk2305-34900
169313,2022-08-17,ukk3104-33600
180341,2022-09-14,ukk4305-24900
107988,2021-08-24,ukk4307-33800
35774,2020-08-06,ukk4305-25600
123636,2022-04-28,ukh1303-10400
40063,2020-08-17,ukd5400-41000
92800,2021-07-19,ukk3104-33500
57689,2020-09-28,ukc1202-06600
100035,2021-08-06,ukc1202-06600
37253,2020-08-10,ukj4208-13600
51396,2020-09-13,ukc2203-05100
173263,2022-08-28,ukd4312-43000
72688,2021-06-01,ukk3104-33500
126415,2022-05-07,ukk3106-32500
54291,2020-09-19,ukk4305-24900
56101,2020-09-24,ukh1305-10100
146716,2022-06-25,ukc2300-05500
59923,2021-05-02,ukh3100-11830
106878,2021-08-22,ukj2203-14600
172051,2022-08-25,ukh1305-10200
50036,2020-09-09,ukk3106-32200
57141,2020-09-26,ukk3103-30000
49459,2020-09-08,ukj4208-13300
30007,2020-07-24,ukh1407-10750
153494,2022-07-11,uke1301-09020
143604,2022-06-17,ukk3102-31700
123874,2022-04-28,ukk3105-31400
180698,2022-09-15,ukk3105-31300
112206,2021-09-04,ukc2203-04900
159008,2022-07-24,ukh3100-11770
55425,2020-09-22,ukk2305-35000
142834,2022-06-15,ukk3106-32500
86802,2021-07-05,ukj3400-18000
144213,2022-06-19,ukd4312-43000
27933,2020-07-19,ukj2201-14500
140059,2022-06-09,ukh1407-10750
44042,2020-08-26,ukk2205-21000
160689,2022-07-28,ukh1407-10800
159686,2022-07-25,ukk4200-24000
18974,2020-06-28,ukc2106-04400
27715,2020-07-18,ukk3106-27900
26929,2020-07-16,ukk4305-25200
62375,2021-05-08,ukd5300-41200
47371,2020-09-03,ukj4210-12700
85890,2021-07-03,ukh1305-10300
70606,2021-05-27,ukk3105-30900
129558,2022-05-15,uki1106-11940
88412,2021-07-09,ukh3100-11770
96668,2021-07-28,ukk4306-22400
105436,2021-08-18,ukk4301-21900
155186,2022-07-15,uke2206-07600
113309,2021-09-06,ukk3103-29000
61136,2021-05-05,uke1301-09020
40172,2020-08-17,ukj3307-16400
113196,2021-09-06,ukj3400-17700
97296,2021-07-30,ukj4208-13700
161501,2022-07-30,uke2206-07600
14750,2020-06-18,ukc1404-05700
15159,2020-06-18,ukk4306-23000
120989,2021-09-25,ukc1404-05800
94053,2021-07-22,ukk3104-33300
2890,2020-05-20,ukk3106-32400
114649,2021-09-09,ukk4200-24500
38615,2020-08-13,ukk3103-29800
86767,2021-07-05,ukj2204-13900
53112,2020-09-17,ukd5400-40800
126989,2022-05-09,ukf3102-09700
122380,2021-09-28,ukj2202-14150
20643,2020-07-02,ukc1202-06700
1193,2020-05-16,ukk3106-28000
121650,2021-09-26,ukk2205-21000
102220,2021-08-11,ukh1303-10500
130414,2022-05-17,ukj2205-14200
82642,2021-06-25,ukj4210-12630
22641,2020-07-06,ukk3105-30500
10295,2020-06-07,ukj3400-18350
60536,2021-05-03,ukk3104-33400
125951,2022-05-06,ukk3104-33650
122132,2021-09-27,ukk3104-33650
25951,2020-07-14,ukk2302-35300
30529,2020-07-25,ukj4210-12630
180843,2022-09-16,ukd5300-41300
130214,2022-05-16,ukk4200-23800
89419,2021-07-11,ukk3102-31600
127591,2022-05-10,ukk3101-26530
80446,2021-06-20,ukh1406-11000
129833,2022-05-15,ukk4305-26200
67852,2021-05-21,ukf3102-09100
112090,2021-09-03,ukk3105-31200
89502,2021-07-11,ukk4200-23700
97168,2021-07-30,uke1200-08900
13287,2020-06-14,ukk2101-19150
161313,2022-07-29,ukk3104-33500
164929,2022-08-07,ukj2201-14500
2390,2020-05-19,ukk3101-27000
99501,2021-08-04,ukk3104-33350
11022,2020-06-09,uke1200-08700
68704,2021-05-23,ukh1304-09850
5970,2020-05-28,uke1200-08700
99130,2021-08-03,ukk3106-32500
28224,2020-07-20,ukc1404-05900
55286,2020-09-22,ukh3311-11600
22467,2020-07-06,ukj2205-14200
118708,2021-09-19,ukk2201-18900
71460,2021-05-29,ukk3106-27800
162274,2022-08-01,ukc2101-04200
112449,2021-09-04,ukk2305-35200
46778,2020-09-02,ukd1103-45920
67756,2021-05-20,ukk4305-26300
121073,2021-09-25,ukh1303-10350
38021,2020-08-12,ukh3311-11300
176169,2022-09-05,ukc2101-04250
137518,2022-06-03,ukh1303-10500
182755,2022-09-20,ukk3102-28800
145819,2022-06-22,ukk4305-25000
180890,2022-09-16,ukh1305-10125
31531,2020-07-27,ukk4200-24000
85511,2021-07-02,ukj2204-14000
9375,2020-06-05,ukh1305-10310
7835,2020-06-01,ukk2205-20970
163214,2022-08-03,ukh1407-10750
169079,2022-08-17,uke2206-07600
130438,2022-05-17,ukj3308-16900
57248,2020-09-26,ukk4305-25900
85169,2021-07-01,ukk2101-19000
29818,2020-07-23,ukk3106-27700
155695,2022-07-16,ukj3307-16300
136855,2022-06-01,ukk3101-26570
167772,2022-08-14,ukd1103-44800
114453,2021-09-09,ukj3400-17700
13438,2020-06-14,ukk4301-22000
158249,2022-07-22,ukj4208-13300
65401,2021-05-15,ukj2205-14300
27343,2020-07-17,ukk4304-34700
109973,2021-08-29,ukk3104-33000
62031,2021-05-07,ukh3311-11700
61847,2021-05-06,ukk4200-23600
101924,2021-08-10,ukk1202-35700
4056,2020-05-23,ukk2206-20700
127949,2022-05-11,ukj4210-12450
176487,2022-09-05,ukk3105-31250
183695,2022-09-22,ukk4301-22100
82574,2021-06-25,ukj2202-14100
101705,2021-08-10,ukc1101-06000
106529,2021-08-21,ukj4210-12800
24981,2020-07-12,ukj2100-14800
50534,2020-09-11,ukc1202-06700
94280,2021-07-23,ukh3100-11800
105476,2021-08-19,ukc1101-06000
101023,2021-08-08,ukj2402-15650
45469,2020-08-29,ukk4306-22800
81676,2021-06-23,uke2206-07700
126548,2022-05-08,uke1200-08900
53969,2020-09-19,uke2206-06900
40182,2020-08-17,ukj3400-18000
112361,2021-09-04,ukj3400-18000
115222,2021-09-11,ukh1406-10900
96035,2021-07-27,ukj4208-13300
22307,2020-07-05,ukk4305-26100
66805,2021-05-18,ukk3103-29501
181451,2022-09-17,ukk2201-18800
112245,2021-09-04,uke1200-08000
124516,2022-04-30,ukj2100-14900
121267,2021-09-25,ukk3102-31900
147756,2022-06-27,ukk2101-19060
36228,2020-08-08,ukc2102-03700
155432,2022-07-15,ukk3105-30900
138210,2022-06-04,ukk4200-23501
76498,2021-06-10,ukk3106-32300
52581,2020-09-15,ukk4200-24000
63148,2021-05-09,ukk4306-22400
18187,2020-06-26,uke2206-07200
97353,2021-07-30,ukk2206-20300
14896,2020-06-18,ukj2402-15600
61861,2021-05-06,ukk4301-22000
70456,2021-05-27,ukj3400-17500
129906,2022-05-16,ukd5400-41000
178336,2022-09-10,uke2206-07000
173089,2022-08-27,ukk3103-31500
51077,2020-09-12,ukh3311-11650
65542,2021-05-15,ukk3103-28900
128564,2022-05-12,ukk4305-25600
68284,2021-05-22,ukh1304-09800
37807,2020-08-11,ukk3105-31300
37571,2020-08-11,ukh1303-10600
173690,2022-08-29,ukd5400-40900
77736,2021-06-13,ukk3105-31400
58489,2020-09-29,ukk4304-34100
48964,2020-09-07,ukh3306-11750
101312,2021-08-09,ukc2203-04900
161757,2022-07-30,ukk3106-27200
25571,2020-07-13,ukk3104-32750
21717,2020-07-04,ukk2201-18700
81279,2021-06-22,ukh1305-10150
30449,2020-07-25,ukh3311-11700
151681,2022-07-06,ukk4200-23400
49631,2020-09-08,ukk4200-23700
160002,2022-07-26,ukk2302-35600
124899,2022-05-04,ukh1304-09900
103458,2021-08-14,uke2206-07100
49267,2020-09-08,ukc1202-06400
183271,2022-09-21,ukk4301-21800
109076,2021-08-27,ukk2204-20000
79332,2021-06-17,ukk2205-21100
19822,2020-06-30,ukc2203-05200
154610,2022-07-13,ukk3106-28200
66754,2021-05-18,ukk2204-19700
120239,2021-09-23,ukh1303-10650
178984,2022-09-11,ukk3104-32550
111878,2021-09-03,ukh3100-11800
72579,2021-06-01,ukj4209-12000
26889,2020-07-16,ukk4100-26400
149011,2022-06-30,ukk1202-35800
167913,2022-08-14,ukj3400-17700
167030,2022-08-12,ukj2100-14900
111852,2021-09-03,ukf3102-09600
58202,2020-09-29,ukh1304-09800
185434,2022-09-27,ukc2102-03800
145144,2022-06-21,ukj2202-14100
66364,2021-05-17,ukk3101-26600
165644,2022-08-09,ukc2102-03600
105640,2021-08-19,ukj3100-16500
64518,2021-05-13,ukh1305-10125
41995,2020-08-21,ukk3104-33300
135911,2022-05-30,ukj3308-16900
109146,2021-08-27,ukk3105-30200
66900,2021-05-18,ukk4304-34700
74267,2021-06-05,ukj4210-12850
149987,2022-07-02,ukk3106-32320
75401,2021-06-08,ukh1303-10325
157714,2022-07-21,uke4100-08901
36587,2020-08-08,ukk4200-24500
173521,2022-08-28,ukk3104-33360
112687,2021-09-05,ukf3102-09300
27366,2020-07-17,ukk4306-22800
63980,2021-05-11,ukk4305-25800
136489,2022-05-31,ukk3105-31100
70703,2021-05-28,ukc1202-06400
19413,2020-06-29,ukd1103-45920
175708,2022-09-02,ukk4305-24700
62162,2021-05-07,ukk2206-20800
113111,2021-09-06,ukh1303-10325
103670,2021-08-14,ukk3102-32000
184054,2022-09-23,ukk3105-30300
11937,2020-06-11,ukj2202-14100
180449,2022-09-15,uke4100-08901
138784,2022-06-06,ukh1304-09800
89995,2021-07-13,ukc2104-04300
152371,2022-07-08,ukj4210-12660
141982,2022-06-13,ukk3106-28400
109692,2021-08-29,ukc2203-04900
35720,2020-08-06,ukk3106-32100
137384,2022-06-02,ukk4301-22100
111134,2021-09-01,ukj4210-12630
52202,2020-09-14,ukk4306-22500
41675,2020-08-20,ukk4305-26300
98079,2021-08-01,ukj2203-14600
15142,2020-06-18,ukk4305-25300
181632,2022-09-18,ukc1202-06400
21953,2020-07-05,ukd4312-43000
175222,2022-09-01,ukk3105-31100
186959,2022-09-30,ukk3101-26900
91899,2021-07-17,ukk2204-20200
169007,2022-08-17,ukc1404-05800
153534,2022-07-11,ukh1407-10850
68432,2021-05-22,ukk2204-19900
138255,2022-06-04,ukk4306-22400
130784,2022-05-18,ukh1303-10650
98848,2021-08-03,uke2206-07000
70200,2021-05-26,ukk3106-27500
98277,2021-08-01,ukk3106-27900
160838,2022-07-28,ukk2206-20500
51600,2020-09-13,ukk2102-19170
54794,2020-09-21,ukd5300-41500
129718,2022-05-15,ukk3103-29200
151449,2022-07-06,uki1101-11930
39610,2020-08-16,ukc2204-05300
60191,2021-05-02,ukk4304-34300
26213,2020-07-15,ukh1305-10200
97019,2021-07-29,ukk3106-27800
58378,2020-09-29,ukk3101-26570
62041,2021-05-07,ukj2201-14500
175555,2022-09-02,ukk2201-18700
89800,2021-07-12,ukk2204-19800
57242,2020-09-26,ukk4305-25300
19912,2020-06-30,ukh3100-11900
76867,2021-06-11,ukk3104-32600
137355,2022-06-02,ukk3106-32300
170460,2022-08-21,ukj4208-13400
34591,2020-08-04,uke1200-07900
185694,2022-09-27,ukk3101-26700
13692,2020-06-15,ukj4210-12750
47322,2020-09-03,ukj3100-16500
89696,2021-07-12,ukj2201-14550
149636,2022-07-02,ukc1202-06500
4311,2020-05-24,ukh1303-10500
186460,2022-09-29,ukj4208-13600
172384,2022-08-26,ukc2102-03900
108572,2021-08-26,ukj2407-15400
51946,2020-09-14,ukj2402-15680
22888,2020-07-07,ukj2205-14200
186331,2022-09-29,uke1200-08900
69599,2021-05-25,ukj2402-15680
165811,2022-08-09,ukj3400-17900
154640,2022-07-13,ukk4301-21600
149643,2022-07-02,ukc2101-04000
120597,2021-09-24,ukd1102-44400
163364,2022-08-03,ukk2206-20500
124519,2022-04-30,ukj2201-14400
68709,2021-05-23,ukh1305-10150
130873,2022-05-18,ukj3400-18350
42395,2020-08-22,ukk3102-31900
107924,2021-08-24,ukk3106-32310
136515,2022-05-31,ukk3106-32320
10509,2020-06-07,ukk4305-25100
25806,2020-07-14,ukh3100-11900
16906,2020-06-23,ukd5400-40800
81890,2021-06-23,ukk3103-29800
136829,2022-06-01,ukk2204-19900
13173,2020-06-14,ukh3100-11800
20183,2020-06-30,ukk4304-34450
103479,2021-08-14,ukh1303-10650
48694,2020-09-06,ukk3101-26560
23913,2020-07-09,ukk3105-31250
22309,2020-07-05,ukk4305-26300
66160,2021-05-17,uke1200-08700
175339,2022-09-02,ukc2203-04900
42242,2020-08-22,ukj2100-14800
78244,2021-06-15,ukc1202-06300
69781,2021-05-25,ukk3106-27500
120479,2021-09-23,ukk3106-27400
110465,2021-08-30,ukk4301-22000
91832,2021-07-17,ukj3400-18200
7349,2020-05-31,ukj3400-18400
2063,2020-05-18,ukk4200-24200
104057,2021-08-15,ukk2206-20300
136307,2022-05-31,ukj2204-14000
111018,2021-09-01,ukh1303-10400
7088,2020-05-30,ukk3106-28100
107996,2021-08-25,ukc1202-06600
119563,2021-09-21,ukk2206-20600
177004,2022-09-07,ukc1202-06650
53556,2020-09-18,uke2206-07700
30032,2020-07-24,uki1106-11940
87701,2021-07-07,ukk2201-18800
6429,2020-05-29,ukh1406-10900
90652,2021-07-14,ukk2206-20600
25329,2020-07-13,uke1200-07900
26301,2020-07-15,ukj4204-13000
53615,2020-09-18,ukj2201-14550
150602,2022-07-04,ukh3311-11600
33090,2020-07-31,ukk2204-19800
150906,2022-07-05,ukc2101-04000
13914,2020-06-16,ukc2102-03600
99145,2021-08-03,ukk4200-24300
6436,2020-05-29,ukh3100-11780
178257,2022-09-09,ukk4306-23000
3721,2020-05-22,ukk3106-28200
88178,2021-07-08,ukk3103-31500
163090,2022-08-02,ukk4305-26000
63063,2021-05-09,ukk3105-30800
91027,2021-07-15,ukj4210-12850
43471,2020-08-25,ukh1305-10100
176744,2022-09-06,ukj3305-16700
140351,2022-06-09,ukk4305-25500
143590,2022-06-17,ukk3101-26560
66904,2021-05-18,ukk4305-24900
147962,2022-06-28,ukc2102-03600
21939,2020-07-05,ukd1103-45920
118173,2021-09-18,ukh3311-11350
140826,2022-06-11,ukd1102-44300
154217,2022-07-12,ukk4200-24500
148211,2022-06-28,ukk2206-20800
114437,2021-09-09,ukj2403-16100
48080,2020-09-05,uke2206-07400
23401,2020-07-08,ukk2201-18700
10602,2020-06-08,uke1200-08800
12243,2020-06-12,ukc2203-05100
186610,2022-09-29,ukk3106-32100
11144,2020-06-09,ukj4202-12200
89258,2021-07-11,ukh3306-11750
73856,2021-06-04,ukk2101-19000
100616,2021-08-07,ukj3305-16800
180178,2022-09-14,ukk2102-19170
1627,2020-05-17,ukk3106-32400
177357,2022-09-07,ukk3106-32500
38179,2020-08-12,ukk3102-28700
121904,2021-09-27,ukf3102-09200
72148,2021-05-31,ukj4202-12200
26795,2020-07-16,ukk2302-35600
137253,2022-06-02,ukk2204-20200
9865,2020-06-06,ukj3400-17500
140598,2022-06-10,ukk2101-19050
78433,2021-06-15,ukj4202-12200
23152,2020-07-07,ukk4306-22400
123784,2022-04-28,ukk2201-18900
134612,2022-05-27,ukj2100-14800
129035,2022-05-14,ukc2300-05600
77814,2021-06-13,ukk4306-22500
87749,2021-07-07,ukk3103-28900
158780,2022-07-23,ukk3104-32900
182364,2022-09-19,ukk3104-33500
32469,2020-07-30,ukd4200-42100
164011,2022-08-05,uke1200-08100
175010,2022-09-01,ukh3100-11830
131910,2022-05-20,ukk4301-22000
109055,2021-08-27,ukk2101-19050
140650,2022-06-10,ukk3102-28500
135731,2022-05-29,ukk4306-22600
125011,2022-05-04,ukj4210-12700
70840,2021-05-28,ukj2201-14500
157672,2022-07-21,ukd1203-45625
140043,2022-06-09,ukh1303-10400
2245,2020-05-19,uki1101-11930
102558,2021-08-12,ukc2102-03600
86583,2021-07-04,ukk4301-22100
168268,2022-08-15,ukh1407-10830
26562,2020-07-16,ukc2300-05600
162206,2022-07-31,ukk4200-23400
106816,2021-08-22,uke2206-07700
155594,2022-07-16,uke1200-08600
31494,2020-07-27,ukk3105-31400
173712,2022-08-29,uke2206-07700
80549,2021-06-20,ukj4210-12700
37383,2020-08-10,ukk3105-31100
45776,2020-08-30,ukk3104-32550
90198,2021-07-13,ukk2101-19020
76557,2021-06-10,ukk4306-22500
127252,2022-05-09,ukk3106-32310
140861,2022-06-11,uke1200-08800
124430,2022-04-30,ukd4303-41900
18081,2020-06-25,ukk4304-34700
42005,2020-08-21,ukk3105-30300
81419,2021-06-22,ukk2204-19700
69168,2021-05-24,ukj2203-14600
179383,2022-09-12,ukk3102-28500
54285,2020-09-19,ukk4304-34500
51785,2020-09-13,ukk4306-22900
86159,2021-07-03,ukk4301-21600
79185,2021-06-17,ukh1305-10200
115563,2021-09-12,ukc2204-05400
142665,2022-06-15,ukj4202-12100
86829,2021-07-05,ukj4210-12450
180862,2022-09-16,uke2206-07000
21948,2020-07-05,ukd4303-41800
117044,2021-09-15,ukk2205-21300
7193,2020-05-31,ukc2204-05300
47549,2020-09-03,ukk4304-34500
75208,2021-06-07,ukk3105-30300
20702,2020-07-02,uke1200-08200
94163,2021-07-23,ukc1101-06000
128650,2022-05-13,uke1200-08600
89655,2021-07-12,ukh1304-09900
89039,2021-07-10,ukk3105-30700
111449,2021-09-02,ukh1305-10300
128265,2022-05-12,ukh1305-10150
21097,2020-07-03,ukd1103-45920
48669,2020-09-06,ukk2204-20000
12122,2020-06-11,ukk3105-31000
85188,2021-07-01,ukk2201-18900
142240,2022-06-14,ukj3400-18350
112507,2021-09-04,ukk3105-31000
148070,2022-06-28,ukh3306-11750
137879,2022-06-04,ukd1102-44300
140114,2022-06-09,ukj3100-16600
72508,2021-06-01,uki1101-11920
33728,2020-08-02,ukd1203-45625
99757,2021-08-05,ukj2204-14000
79734,2021-06-18,ukk2102-19400
141274,2022-06-12,uke1200-07900
26501,2020-07-15,ukk4304-34700
99307,2021-08-04,ukh3100-11780
3634,2020-05-22,ukk2206-20600
16845,2020-06-22,ukk4307-33900
14381,2020-06-17,ukd5400-40900
170428,2022-08-21,ukj3304-16850
80327,2021-06-19,ukk4306-22400
162855,2022-08-02,ukj3308-16900
118823,2021-09-19,ukk3106-32500
1520,2020-05-17,ukk2205-20970
182045,2022-09-18,ukk4306-22900
104023,2021-08-15,ukk1302-11760
170198,2022-08-19,ukk3106-32400
39367,2020-08-15,ukj4210-12450
45904,2020-08-31,ukc1404-05700
47255,2020-09-03,ukh1303-10650
38629,2020-08-13,ukk3104-33360
180229,2022-09-14,ukk3102-28800
41956,2020-08-21,ukk3101-26520
184677,2022-09-25,ukh1305-10000
107675,2021-08-24,ukh1305-10125
90430,2021-07-14,ukd1103-44800
60244,2021-05-03,ukc2103-04700
